281.71,1.223,1.5847,1.8952,2.8159,4.4578
304.45,0.87256,1.8863,1.2377,4.2227,7.1728
261.48,4.5007,4.1063,4.6874,3.6447,7.8944
221.8,27.7,27.9,36.5,52.1,100.4
107.2,-28.3,-34.4,-39.9,-51.6,-80.4
11.8,2.4,8.5,7.9,24.3,38.2
