281.76,1.0803,1.7413,2.0592,3.4018,4.1261
303.84,5.3156,2.9443,1.5966,7.5129,3.5775
278.54,0.75753,1.4014,2.0841,3.1323,4.2183
236,-25,18,-1,34,72
109,-10,-43,-43,-68,-84
12,12,4,10,46,27
