281.77,1.1335,1.1399,1.8128,3.1533,4.4883
304.58,0.82115,1.6611,1.3429,5.2436,6.303
260.87,6.7516,3.3414,5.9398,8.2705,10.214
225.6,9.6,20,33.6,45.8,80
103.2,-22,-14.8,-36.4,-59,-76.2
11.4,4,12.2,8.6,26.2,36.6
