281.36,1.4434,2.192,1.8066,3.4477,4.5915
305.11,2.551,1.1706,-0.60828,4.6159,2.5855
259.58,6.9524,8.4752,5.5543,11.099,12.174
218,33.5,55.5,15.5,50,76
113.5,-25.5,-39,-33,-66.5,-88.5
8.5,12,23,7,32,25.5
