281.95,1.0079,1.2588,1.809,2.5673,4.1011
304.21,0.70542,1.0197,1.4495,4.2701,6.1369
262.99,3.0805,3.2891,3.7516,2.8312,6.4296
221.45,40.15,39,50.8,55.85,94.95
101.05,-21,-30.55,-42.5,-46.95,-73.65
10.95,4.1,5.1,8.7,23,35.5
