713.13,-83.327,-55.588,122.55,-11.435,32.433
13.672,-1.5397,0.15505,3.8914,1.5101,2.7237
12,1,2,8,5.5,6.5
16,5.5,13,6,10.5,12.5
10.5,-1.5,-2,-1,-0.5,-1.5
