688.82,3.9449,16.52,105.61,5.3617,-53.071
13.532,0.75384,0.91444,3.5945,2.2838,1.4883
13.2,0.5,1.4,5,2.6,2.3
20.5,-1.3,2.9,-1.5,3.5,6.4
9.5,-0.3,-0.3,0,-1.1,-2.3
