729.33,-20.493,38.536,56.665,-35.994,-47.773
14.195,0.80173,1.383,1.9767,1.3644,1.3715
14.8,-0.5,1.6,3.05,0.95,1.7
19.6,-1.8,1.45,-0.7,3.5,6.5
9.7,-1,-0.8,-0.9,-1.25,-1.7
